image,MEL,NV,BCC,AK,BKL,DF,VASC,SCC,UNK,label
ISIC_2019_Training_Input/ISIC_0013227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0066920,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0073011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0031671,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0031150,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0010104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0067211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0006114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0033900,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0061538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0006815,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0025120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0024816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0053627,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0033829,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0016071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0015984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0056239,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0056807,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0025157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0032986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0030460,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0056085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_2019_Training_Input/ISIC_0013898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
