image,MEL,NV,BCC,AK,BKL,DF,VASC,SCC,UNK,label
ISIC_0028791,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0068300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0025664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0024973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
ISIC_0033297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0016051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0055159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0063868,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0056682,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0012223,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0031428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0028506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0000088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0032293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0053635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0014815,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0029078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0012263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0058772,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0030930,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0064740,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0064853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0061975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0059011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0015412,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0025936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0029904,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0033361,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0069320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0062088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0057600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0031532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0025378,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0057875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0067745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0031511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0072007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0024681,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0057074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0062198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0073130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0058951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0054281,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0013226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0032590,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0056073,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0063556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0026524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
ISIC_0026445,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0069507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ISIC_0060173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
